1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,6
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,15
18,16
19,17
20,17
21,18
22,19
23,20
24,21
25,22
26,23
27,24
28,25
29,24
30,25
31,26
32,26
33,27
34,28
35,27
36,28
37,29
38,25
39,26
40,27
41,28
42,29
43,30
44,31
45,31
46,32
47,33
48,34
49,35
50,34
51,35
52,36
53,36
54,37
55,38
56,39
57,40
58,41
59,42
60,43
61,44
62,43
63,44
64,45
65,45
66,46
67,47
68,46
69,47
70,48
71,44
72,45
73,46
74,47
75,48
76,49
77,50
78,49
79,50
80,51
81,51
82,52
83,53
84,52
85,53
86,54
87,50
88,51
89,52
90,53
91,54
92,55
93,56
94,57
95,58
96,57
97,58
98,59
99,59
100,60
101,61
102,60
103,61
104,62
105,58
106,59
107,60
108,61
109,62
110,63
111,64
112,64
113,65
114,66
115,67
116,68
117,67
118,68
119,69
120,69
121,70
122,71
123,72
124,73
125,74
126,75
127,76
128,77
129,76
130,77
131,78
132,78
133,79
134,80
135,79
136,80
137,81
138,77
139,78
140,79
141,80
142,81
143,82
144,83
145,82
146,83
147,84
148,84
149,85
150,86
151,85
152,86
153,87
323,206
324,207
325,208
326,209
327,210
328,211
329,212
330,213
331,212
332,215
333,216
334,217
335,218
336,219
337,220
338,221
339,222
340,221
341,222
342,223
343,223
344,224
345,225
346,226
347,227
348,228
349,229
350,230
351,231
352,230
353,231
354,232
355,232
356,233
357,234
358,233
359,234
360,235
361,231
362,232
363,233
364,234
365,235
366,236
367,237
368,237
369,238
370,239
371,240
372,241
373,240
374,241
375,242
376,242
377,243
378,244
379,245
380,246
381,247
382,248
383,249
384,250
385,249
386,250
387,251
388,251
389,252
390,253
391,252
392,253
393,254
394,250
395,251
396,252
397,253
398,254
399,255
400,256
401,255
402,256
403,257
404,257
405,258
406,259
407,258
408,259
409,260
410,256
411,257
412,258
413,259
414,260
415,261
416,262
417,263
418,264
419,263
420,264
421,265
422,265
423,266
424,267
425,266
426,267
427,268
428,264
429,265
430,266
431,267
432,268
433,269
434,270
435,270
436,271
437,272
438,273
439,274
440,273
441,274
442,275
443,275
444,276
445,277
446,278
447,279
448,280
449,281
450,282
451,283
452,282
453,283
454,284
455,284
456,285
457,286
458,285
459,286
460,287
461,283
462,284
463,285
464,286
465,287
466,288
467,289
468,288
469,289
470,290
471,290
472,291
473,292
474,291
475,292
476,293
1135,135
1136,136
1137,137
1138,138
1139,139
1140,140
1141,141
1142,142
1143,141
1144,144
1145,145
1146,146
1147,147
1148,148
1149,149
1150,150
1151,151
1152,150
1153,151
1154,152
1155,152
1156,153
1157,154
1158,155
1159,156
1160,157
1161,158
1162,159
1163,160
1164,159
1165,160
1166,161
1167,161
1168,162
1169,163
1170,162
1171,163
1172,164
1173,160
1174,161
1175,162
1176,163
1177,164
1178,165
1179,166
1180,166
1181,167
1182,168
1183,169
1184,170
1185,169
1186,170
1187,171
1188,171
1189,172
1190,173
1191,174
1192,175
1193,176
1194,177
1195,178
1196,179
1197,178
1198,179
1199,180
1200,180
1201,181
1202,182
1203,181
1204,182
1205,183
1206,179
1207,180
1208,181
1209,182
1210,183
1211,184
1212,185
1213,184
1214,185
1215,186
1216,186
1217,187
1218,188
1219,187
1220,188
1221,189
1222,185
1223,186
1224,187
1225,188
1226,189
1227,190
1228,191
1229,192
1230,193
1231,192
1232,193
1233,194
1234,194
1235,195
1236,196
1237,195
1238,196
1239,197
1240,193
1241,194
1242,195
1243,196
1244,197
1245,198
1246,199
1247,199
1248,200
1249,201
1250,202
1251,203
1252,202
1253,203
1254,204
1255,204
1256,205
1257,206
1258,207
1259,208
1260,209
1261,210
1262,211
1263,212
1264,211
1265,212
1266,213
1267,213
1268,214
1269,215
1270,214
1271,215
1272,216
1273,212
1274,213
1275,214
1276,215
1277,216
1278,217
1279,218
1280,217
1281,218
1282,219
1283,219
1284,220
1285,221
1286,220
1287,221
1288,222
1458,341
1459,342
1460,343
1461,344
1462,345
1463,346
1464,347
1465,348
1466,347
1467,350
1468,351
1469,352
1470,353
1471,354
1472,355
1473,356
1474,357
1475,356
1476,357
1477,358
1478,358
1479,359
1480,360
1481,361
1482,362
1483,363
1484,364
1485,365
1486,366
1487,365
1488,366
1489,367
1490,367
1491,368
1492,369
1493,368
1494,369
1495,370
1496,366
1497,367
1498,368
1499,369
1500,370
1501,371
1502,372
1503,372
1504,373
1505,374
1506,375
1507,376
1508,375
1509,376
1510,377
1511,377
1512,378
1513,379
1514,380
1515,381
1516,382
1517,383
1518,384
1519,385
1520,384
1521,385
1522,386
1523,386
1524,387
1525,388
1526,387
1527,388
1528,389
1529,385
1530,386
1531,387
1532,388
1533,389
1534,390
1535,391
1536,390
1537,391
1538,392
1539,392
1540,393
1541,394
1542,393
1543,394
1544,395
1545,391
1546,392
1547,393
1548,394
1549,395
1550,396
1551,397
1552,398
1553,399
1554,398
1555,399
1556,400
1557,400
1558,401
1559,402
1560,401
1561,402
1562,403
1563,399
1564,400
1565,401
1566,402
1567,403
1568,404
1569,405
1570,405
1571,406
1572,407
1573,408
1574,409
1575,408
1576,409
1577,410
1578,410
1579,411
1580,412
1581,413
1582,414
1583,415
1584,416
1585,417
1586,418
1587,417
1588,418
1589,419
1590,419
1591,420
1592,421
1593,420
1594,421
1595,422
1596,418
1597,419
1598,420
1599,421
1600,422
1601,423
1602,424
1603,423
1604,424
1605,425
1606,425
1607,426
1608,427
1609,426
1610,427
