1,1
2,2
3,5
4,6
5,7
6,8
7,7
8,8
9,11
10,12
11,13
12,14
13,15
14,16
15,17
16,18
17,17
18,18
19,21
20,22
21,23
22,24
23,21
24,24
25,25
26,26
27,27
28,24
29,25
30,26
31,25
32,26
33,29
34,30
35,31
36,32
37,33
38,34
39,35
40,36
41,36
42,37
43,39
44,40
45,41
46,42
47,42
48,43
49,44
50,45
51,46
52,47
53,46
54,47
55,50
56,51
57,52
58,53
59,50
60,53
61,54
62,55
63,56
64,53
65,54
66,55
67,54
68,55
69,58
70,59
71,60
72,61
73,62
74,63
75,64
76,65
77,64
78,65
79,68
80,69
81,70
82,71
83,68
84,71
85,72
86,73
87,74
88,69
89,70
90,71
91,72
92,73
93,72
94,73
95,76
96,77
97,78
98,79
99,76
100,79
101,80
102,81
103,82
134,95
135,96
136,97
137,100
138,101
139,102
140,103
141,102
142,103
143,106
144,107
145,108
146,109
147,110
148,111
149,112
150,113
151,112
152,113
153,116
154,117
155,118
156,119
157,116
158,119
159,120
160,121
161,122
162,119
163,120
164,121
165,120
166,121
167,124
168,125
169,126
170,127
171,128
172,129
173,130
174,131
175,131
176,132
177,134
178,135
179,136
180,137
181,137
182,138
183,139
184,140
185,141
186,142
187,141
188,142
189,145
190,146
191,147
192,148
193,145
194,148
195,149
196,150
197,151
198,148
199,149
200,150
201,149
202,150
203,153
204,154
205,155
206,156
207,157
208,158
209,159
210,160
211,159
212,160
213,163
214,164
215,165
216,166
217,163
218,166
219,167
220,168
221,169
222,164
223,165
224,166
225,167
226,168
227,167
228,168
229,171
230,172
231,173
232,174
233,171
234,174
235,175
236,176
237,177
256,240
257,241
258,242
259,245
260,246
261,247
262,248
263,247
264,248
265,251
266,252
267,253
268,254
269,255
270,256
271,257
272,258
273,257
274,258
275,261
276,262
277,263
278,264
279,261
280,264
281,265
282,266
283,267
284,264
285,265
286,266
287,265
288,266
289,269
290,270
291,271
292,272
293,273
294,274
295,275
296,276
297,276
298,277
299,279
300,280
301,281
302,282
303,282
304,283
305,284
306,285
307,286
308,287
309,286
310,287
311,290
312,291
313,292
314,293
315,290
316,293
317,294
318,295
319,296
320,293
321,294
322,295
323,294
324,295
325,298
326,299
327,300
328,301
329,302
330,303
331,304
332,305
333,304
334,305
335,308
336,309
337,310
338,311
339,308
340,311
341,312
342,313
343,314
344,309
345,310
346,311
347,312
348,313
349,312
350,313
351,316
352,317
353,318
354,319
355,316
356,319
357,320
358,321
359,322
390,335
391,336
392,337
393,340
394,341
395,342
396,343
397,342
398,343
399,346
400,347
401,348
402,349
403,350
404,351
405,352
406,353
407,352
408,353
409,356
410,357
411,358
412,359
413,356
414,359
415,360
416,361
417,362
418,359
419,360
420,361
421,360
422,361
423,364
424,365
425,366
426,367
427,368
428,369
429,370
430,371
431,371
432,372
433,374
434,375
435,376
436,377
437,377
438,378
439,379
440,380
441,381
442,382
443,381
444,382
445,385
446,386
447,387
448,388
449,385
450,388
451,389
452,390
453,391
454,388
455,389
456,390
457,389
458,390
459,393
460,394
461,395
462,396
463,397
464,398
465,399
466,400
467,399
468,400
469,403
470,404
471,405
472,406
473,403
474,406
475,407
476,408
477,409
478,404
479,405
480,406
481,407
482,408
483,407
484,408
485,411
486,412
487,413
488,414
489,411
490,414
491,415
492,416
493,417
501,160
502,161
503,162
504,165
505,166
506,167
507,168
508,167
509,168
510,171
511,172
512,173
513,174
514,175
515,176
516,177
517,178
518,177
519,178
520,181
521,182
522,183
523,184
524,181
525,184
526,185
527,186
528,187
529,184
530,185
531,186
532,185
533,186
534,189
535,190
536,191
537,192
538,193
539,194
540,195
541,196
542,196
543,197
544,199
545,200
546,201
547,202
548,202
549,203
550,204
551,205
552,206
553,207
554,206
555,207
556,210
557,211
558,212
559,213
560,210
561,213
562,214
563,215
564,216
565,213
566,214
567,215
568,214
569,215
570,218
571,219
572,220
573,221
574,222
575,223
576,224
577,225
578,224
579,225
580,228
581,229
582,230
583,231
584,228
585,231
586,232
587,233
588,234
589,229
590,230
591,231
592,232
593,233
594,232
595,233
596,236
597,237
598,238
599,239
600,236
601,239
602,240
603,241
604,242
635,255
636,256
637,257
638,260
639,261
640,262
641,263
642,262
643,263
644,266
645,267
646,268
647,269
648,270
649,271
650,272
651,273
652,272
653,273
654,276
655,277
656,278
657,279
658,276
659,279
660,280
661,281
662,282
663,279
664,280
665,281
666,280
667,281
668,284
669,285
670,286
671,287
672,288
673,289
674,290
675,291
676,291
677,292
678,294
679,295
680,296
681,297
